,YM,SEASON,PM_RETIRO,PM_VALLECAS,PM_CIUDADLINEAL,PM_CENTRO,DEW_POINT,HUMIDITY,PREASSURE,TEMPERATURE,WIND_SPEED,COMMULATIVE_PRECIPITATION,log_PM_CENTRO
0,2010-01,4,0.0,0.0,0.0,90.40366972477064,-17.013440860215052,46.44959677419355,1028.0094086021506,2.52243081262119,41.22732526881722,11.2,4.5042848608747645
1,2010-02,4,0.0,0.0,0.0,97.23994038748137,-13.15625,47.64434523809524,1023.7767857142857,5.9978532396565205,13.46678571428573,4.7,4.5771815364025
2,2010-03,1,0.0,0.0,0.0,94.04654442877292,-7.955645161290323,49.84139784946237,1021.8118279569892,10.27295963335096,23.281236559139767,10.1,4.543789813219547
3,2010-04,1,0.0,0.0,0.0,80.0724233983287,-3.3305555555555557,43.12430555555556,1017.1694444444445,16.431921675774113,58.28083333333332,11.9,4.3829315176228985
4,2010-05,1,0.0,0.0,0.0,87.0719131614654,7.651881720430108,48.200268817204304,1007.8965053763441,24.649171514189977,21.419126344086003,13.9,4.46673436528163
5,2010-06,2,0.0,0.0,0.0,109.03893805309734,15.672222222222222,60.665277777777774,1007.9486111111111,27.60223132969029,10.175611111111138,10.8,4.691705048282684
6,2010-07,2,0.0,0.0,0.0,123.4260752688172,20.73521505376344,69.49596774193549,1004.2594086021505,30.303146483342164,14.495913978494627,45.1,4.815642396027717
7,2010-08,2,0.0,0.0,0.0,97.68343195266272,18.440860215053764,67.80510752688173,1008.4193548387096,28.566851753922062,16.30838709677419,39.7,4.581731963835761
8,2010-09,3,0.0,0.0,0.0,122.79273504273505,13.219444444444445,68.02222222222223,1014.4819444444445,24.142531876138346,13.79793055555557,31.1,4.810497853073188
9,2010-10,3,0.0,0.0,0.0,118.78436657681941,5.280913978494624,67.02284946236558,1021.1801075268817,17.65551736294734,21.880604838709722,32.2,4.7773098037980155
10,2010-11,3,0.0,0.0,0.0,138.38403614457832,-5.679166666666666,56.79236111111111,1021.1326388888889,10.53255919854276,49.67458333333327,0.0,4.930032690754565
11,2010-12,4,0.0,0.0,0.0,97.1157469717362,-15.74731182795699,37.744623655913976,1020.4489247311828,5.881544156530935,55.85596774193546,0.0,4.575903534875133
12,2011-01,4,0.0,0.0,0.0,44.87369985141159,-20.068548387096776,32.086021505376344,1032.4180107526881,3.021505376344081,75.95614247311812,0.0,3.803851873718233
13,2011-02,4,0.0,0.0,0.0,150.29017857142858,-10.037202380952381,55.34077380952381,1024.3080357142858,6.873633879781403,15.951636904761942,3.6,5.012567949124342
14,2011-03,1,0.0,0.0,0.0,57.99198717948718,-11.869623655913978,27.58467741935484,1022.2688172043011,13.367662612374392,44.59986559139784,0.0,4.060304848924734
15,2011-04,1,0.0,0.0,0.0,91.72067039106145,-1.825,38.56736111111111,1013.8652777777778,19.54553734061926,26.06416666666666,3.4,4.518747767067456
16,2011-05,1,0.0,0.0,0.0,65.10814606741573,5.063172043010753,41.590053763440864,1008.6505376344086,24.552221047065007,46.33661290322581,15.3,4.176049672990145
17,2011-06,2,0.0,0.0,0.0,108.79465541490858,15.990277777777777,59.3125,1003.5375,28.59722222222221,14.645944444444472,27.3,4.68946221019053
18,2011-07,2,0.0,0.0,0.0,107.38648648648649,21.385752688172044,75.83064516129032,1002.8037634408602,29.26974264057816,10.62935483870971,50.5,4.676434350010072
19,2011-08,2,0.0,0.0,0.0,103.7338003502627,21.596774193548388,79.33198924731182,1007.391129032258,28.68693812797462,11.472594086021534,102.3,4.641828005717214
20,2011-09,3,0.0,0.0,0.0,94.96940194714882,12.261111111111111,68.68472222222222,1015.5708333333333,23.33765938069211,11.633986111111117,10.6,4.553554754953248
21,2011-10,3,0.0,0.0,0.0,145.5568181818182,6.287634408602151,67.82795698924731,1020.7379032258065,18.401374933897426,9.300967741935521,5.9,4.9805665133529295
22,2011-11,3,0.0,0.0,0.0,109.43496503496503,-1.9555555555555555,61.15416666666667,1025.3041666666666,12.475865209471767,17.156041666666674,8.7,4.695330446190949
23,2011-12,4,0.0,0.0,0.0,108.72139973082099,-11.87768817204301,53.145161290322584,1031.391129032258,5.686541512427291,28.907983870967747,2.9,4.6887886443996445
24,2012-01,4,0.0,0.0,0.0,118.92238805970149,-15.154569892473118,48.71236559139785,1029.7083333333333,3.673717609730287,24.060537634408604,0.0,4.778471079156842
25,2012-02,4,0.0,0.0,0.0,84.44202898550725,-16.864942528735632,36.33692528735632,1026.3290229885058,5.5151686451855975,30.219281609195423,0.0,4.436065251416059
26,2012-03,1,0.0,0.0,0.0,96.47432432432433,-8.22983870967742,45.655913978494624,1021.9462365591398,11.7316234796404,33.69947580645161,10.1,4.56927690376427
27,2012-04,1,0.0,0.0,0.0,87.83588317107093,0.18333333333333332,43.3125,1010.5194444444444,20.25705828779591,28.818736111111154,24.1,4.4754701093026075
28,2012-05,1,0.0,0.0,0.0,90.96671490593343,8.91263440860215,48.63172043010753,1009.1034946236559,25.52172571831479,17.83587365591401,14.6,4.5104936693421225
29,2012-06,2,0.0,0.0,0.0,96.63418079096046,16.084722222222222,64.66111111111111,1003.5638888888889,27.522540983606632,11.389319444444466,52.0,4.5709325170481625
30,2012-07,2,0.0,0.0,0.0,80.64970930232558,21.43010752688172,75.4489247311828,1002.6465053763441,29.42398202009515,12.930228494623654,223.0,4.390115200129825
31,2012-08,2,0.0,0.0,0.0,81.1653290529695,19.961021505376344,74.47849462365592,1008.375,28.37184910981841,11.151787634408622,26.2,4.396488173878529
32,2012-09,3,0.0,0.0,0.0,59.95224719101124,12.279166666666667,65.88333333333334,1014.5347222222222,24.040072859744882,14.584611111111144,45.0,4.093548365191538
33,2012-10,3,0.0,0.0,0.0,94.95135135135135,4.497311827956989,61.799731182795696,1018.122311827957,18.48951172219288,16.54587365591398,11.7,4.5533646693987375
34,2012-11,3,0.0,0.0,0.0,87.43696275071633,-6.348611111111111,54.30416666666667,1020.8541666666666,10.558743169398861,51.66169444444435,75.8,4.470918108026167
35,2012-12,4,0.0,0.0,0.0,109.18729641693811,-13.78225806451613,57.04704301075269,1028.2002688172042,3.140490040542914,37.533185483870945,6.8,4.693064723365353
36,2013-01,4,182.92816091954023,0.0,185.77011494252875,193.39242219215154,-12.333333333333334,63.34139784946237,1028.0470430107528,3.165829367177858,20.0685752688172,2.0,5.264721400204771
37,2013-02,4,111.05772230889235,0.0,106.996879875195,123.63189269746647,-12.34077380952381,51.51636904761905,1026.5066964285713,6.0807962529273984,13.38281250000002,3.3,4.81730854327208
38,2013-03,1,109.90027700831025,128.66881028938906,108.19583333333334,123.382949932341,-7.190860215053763,46.76142473118279,1018.2540322580645,12.004847523356256,18.17663978494626,10.3,4.815292932819231
39,2013-04,1,64.78080229226362,63.973645680819914,56.63428571428572,65.82517482517483,-4.165277777777778,37.91319444444444,1013.6569444444444,17.613615664845142,40.97851388888888,6.2,4.187002361287313
40,2013-05,1,91.1267409470752,102.01532033426184,76.9141689373297,85.21733149931224,7.73252688172043,47.86827956989247,1008.4408602150538,25.160364886303498,19.064395161290363,1.4,4.445204834501382
41,2013-06,2,109.30342577487765,117.1335453100159,106.60102739726027,111.48607242339833,16.875,69.64722222222223,1005.3597222222222,26.98178506375227,10.878847222222264,13.9,4.713899672097233
42,2013-07,2,73.46841294298922,84.60855784469096,74.07952871870398,68.82225237449119,20.116935483870968,68.78494623655914,1001.1424731182796,29.775427463423185,12.309193548387096,51.1,4.231527128320999
43,2013-08,2,64.40762463343108,74.06392045454545,68.24556616643929,61.93333333333333,18.46505376344086,64.37768817204301,1004.3991935483871,29.353472589458853,13.760067204301082,14.5,4.126058537711629
44,2013-09,3,84.79106628242074,81.96176470588236,81.09718309859154,90.91213389121339,12.468055555555555,65.07222222222222,1014.5736111111111,24.069672131147506,8.194291666666675,13.1,4.509893478426912
45,2013-10,3,103.53519061583577,101.41043723554301,96.5206847360913,106.58536585365853,2.8333333333333335,55.96370967741935,1021.608870967742,18.082980786180173,12.103360215053767,22.5,4.668946221385328
46,2013-11,3,82.91782729805014,83.77202797202797,83.3444909344491,90.7033426183844,-10.652777777777779,35.727777777777774,1022.5847222222222,12.421220400728572,47.54283333333328,0.0,4.5075942100074435
47,2013-12,4,86.88308115543329,92.05135520684736,89.36901408450704,98.50552486187846,-16.877688172043012,31.78494623655914,1025.8306451612902,7.333597743698193,36.23814516129037,0.0,4.590112636573369
48,2014-01,4,105.80359612724757,103.22531293463143,106.81051175656985,118.77340569877883,-15.60752688172043,37.96370967741935,1025.9690860215053,6.824607791292074,19.930000000000003,0.0,4.7772175241142705
49,2014-02,4,145.76424050632912,139.406050955414,146.9261006289308,174.5949177877429,-12.168154761904763,48.13392857142857,1028.373511904762,6.998048399687732,16.920446428571424,3.5,5.162468535236977
50,2014-03,1,99.28900949796473,101.31972789115646,99.64945652173913,110.47375504710632,-9.206989247311828,32.09274193548387,1019.4301075268817,15.413537810682135,15.038225806451639,0.5,4.704777981861715
51,2014-04,1,89.62320916905445,96.9185667752443,86.10656934306569,95.14225941422595,1.6611111111111112,41.9625,1016.0625,21.38069216757734,14.069541666666652,13.7,4.5553732390322805
52,2014-05,1,63.58169014084507,59.332421340629274,63.27729885057471,72.2398921832884,6.778225806451613,43.850806451612904,1007.0483870967741,25.289264939185593,30.812674731182767,28.1,4.27999241662822
53,2014-06,2,57.805865921787706,63.711888111888115,56.72370266479663,59.04836415362731,15.941666666666666,60.97083333333333,1005.675,27.928961748633892,9.542694444444463,49.7,4.078356839526829
54,2014-07,2,99.49324324324324,97.75495750708215,83.14944134078212,89.64179104477611,19.202956989247312,61.49731182795699,1004.114247311828,30.56094658910627,18.304072580645173,33.3,4.495821629152309
55,2014-08,2,69.51296043656207,69.86103542234332,60.49728997289973,62.81582537517053,17.892473118279568,65.21639784946237,1008.1774193548387,28.722192843292785,7.831922043010776,13.1,4.140207038148302
56,2014-09,3,67.62709497206704,71.47140864714086,64.52691218130312,70.25874125874125,14.204166666666667,70.45277777777778,1014.3138888888889,24.380464480874238,7.189319444444459,31.8,4.252184731202407
57,2014-10,3,116.90612244897959,145.51823416506718,135.2853185595568,140.69313593539704,6.346774193548387,68.04569892473118,1020.2741935483871,18.50934249955929,8.272661290322597,12.6,4.94658117782297
58,2014-11,3,82.00421348314607,124.49367088607595,105.81159420289855,104.19121813031161,-5.658333333333333,51.32222222222222,1023.5305555555556,12.226548269584466,24.537513888888913,0.5,4.646227846787859
59,2014-12,4,52.825842696629216,84.87361111111112,75.39722222222223,78.60893854748603,-15.557795698924732,36.98118279569893,1027.592741935484,6.410364886303533,61.967217741935364,0.0,4.3644854149475005
60,2015-01,4,101.34662998624484,124.56150506512301,108.04768392370572,107.914749661705,-13.762096774193548,42.94758064516129,1027.9690860215053,6.486382866208347,12.031115591397876,0.2,4.68134156043532
61,2015-02,4,108.68018018018019,112.04362416107382,100.71300448430493,96.73723723723724,-12.459821428571429,41.592261904761905,1024.4449404761904,8.345872365339552,29.46230654761906,3.4,4.571998408347763
62,2015-03,1,93.81532147742818,103.3903133903134,94.00692520775624,89.4002808988764,-9.036339165545087,34.96769851951548,1020.92866756393,14.348476490964845,27.554333781964996,6.5,4.493123824220129
63,2015-04,1,77.11001410437235,82.91076923076923,77.52966714905934,78.85513361462729,2.3541666666666665,46.609722222222224,1014.9069444444444,20.310564663023648,21.467305555555544,14.3,4.36761241737252
64,2015-05,1,59.757363253856944,66.04954954954955,59.28055555555556,60.12837837837838,7.264784946236559,45.13575268817204,1007.4610215053764,25.19121276220692,25.16528225806452,27.4,4.096481916092747
65,2015-06,2,66.0975954738331,56.27181688125894,63.86816269284712,54.3974358974359,14.947148817802503,59.11961057023644,1004.3713490959666,27.79880982238533,14.002364394993064,9.6,3.996317018512733
66,2015-07,2,69.4910591471802,60.62818336162988,57.18646408839779,55.08355795148248,19.150537634408604,67.00940860215054,1005.2782258064516,29.350167459897754,8.06396505376347,28.4,4.008851267843253
67,2015-08,2,49.45861601085482,65.88179669030733,41.849726775956285,44.64737550471063,19.45222072678331,70.35531628532975,1007.3956931359354,28.745140436423025,7.6019919246299095,31.8,3.7987955263051423
68,2015-09,3,54.24084507042254,53.357142857142854,52.057437407952875,47.08926080892608,14.5625,72.45555555555555,1015.3472222222222,24.301912568305973,12.558611111111148,20.0,3.8520449667214716
69,2015-10,3,80.73324213406293,26.647058823529413,85.95414201183432,74.60251046025104,4.78494623655914,60.68817204301075,1019.7150537634409,18.908161466596198,35.92411290322576,8.1,4.312174158925675
70,2015-11,3,127.21529745042493,75.05357142857143,130.70424597364567,124.82222222222222,-0.56884561891516,75.95844155844156,1029.0311688311688,9.948425636699398,13.798358831710717,999990.0,4.826890502762113
71,2015-12,4,162.7363387978142,183.9057239057239,162.21369863013697,161.72853185595568,-7.293405114401077,65.39165545087484,1028.135935397039,7.067405070273362,34.12866756393001,0.7,5.085919200343348
